CropName,KnownTownships,KnownRegions,Latitude,Longitude,BaseYieldKgPerSqm,AvgMarketPriceMMK,PlantingSeason,HarvestingSeason,PredictedYieldPerSqmKg,PredictedTotalYieldKg,PredictedRevenueMMK,PredictedWaterCostMMK,PredictedLaborCostMMK,PredictedFertilizerCostMMK,PredictedProfitMMK,PlantingRecommendation,PlantingRationale,CareInfo,MarketInfo,Summary,KnownTownships_lower,KnownRegions_lower
Cashew,Mon,Mon,16.579284,97.54128,,2675.0,Not available,Not available,0.36,35.62,95283.5,36000.0,,,-10959.94,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Betel Nut,Mon,Mon,16.579284,97.54128,,2675.0,Not available,Not available,0.36,35.62,95283.5,36000.0,,,-9829.55,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Rice,Ayeyarwady,Ayeyarwady,17.628459,95.402817,,1525.0,Not available,Not available,0.57,57.0,86925.0,67500.0,,,-52832.47,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,ayeyarwady,ayeyarwady
Chickpea,Ayeyarwady,Ayeyarwady,17.628459,95.402817,,1525.0,Not available,Not available,0.36,35.62,54320.5,36000.0,,,-47128.59,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Chickpeas are drought-tolerant legumes, ideal for dry zones. Require minimal watering.",ayeyarwady,ayeyarwady
Sunflower,Ayeyarwady,Ayeyarwady,17.628459,95.402817,,1525.0,Not available,Not available,0.5,49.87,76051.75,31500.0,,,-10662.42,Sep - Oct,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,ayeyarwady,ayeyarwady
Vegetables,Naypyidaw,Naypyidaw,19.774509,96.11384,,2450.0,Not available,Not available,1.07,106.87,261831.5,31500.0,,,135281.66,Varies; typically start of Monsoon (May-Jun) or Cool-Dry (Oct-Nov),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,naypyidaw,naypyidaw
Mango,Naypyidaw,Naypyidaw,19.774509,96.11384,,2450.0,Not available,Not available,0.85,85.5,209475.0,40500.0,,,74933.04,Plant at the beginning of the rainy season (May-Jun),Based on general regional suitability and crop timelines.,,,"Mango trees prefer tropical climates and deep, well-drained soils. Water regularly during flowering.",naypyidaw,naypyidaw
Paddy,Naypyidaw,Naypyidaw,19.774509,96.11384,,2450.0,Not available,Not available,0.57,57.0,139650.0,67500.0,,,-9807.06,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,naypyidaw,naypyidaw
Tea,Shan,Shan,21.025374,97.041203,,2850.0,Not available,Not available,0.36,35.62,101517.0,36000.0,,,-34005.35,Year-round in suitable climates (highland),Based on general regional suitability and crop timelines.,,,"Tea plants grow best in humid, highland areas with acidic soils. Regular pruning improves leaf quality.",shan,shan
Potato,Shan,Shan,21.025374,97.041203,,2850.0,Not available,Not available,0.36,35.62,101517.0,36000.0,,,-4895.45,Cool-Dry Season (Nov - Feb),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,shan,shan
Strawberry,Shan,Shan,21.025374,97.041203,,2850.0,Not available,Not available,1.42,142.5,406125.0,36000.0,,,194052.39,Cool-Dry Season (Oct - Nov),Based on general regional suitability and crop timelines.,,,"Strawberries need cool temperatures, rich soil, and regular irrigation. Mulch to retain moisture.",shan,shan
Vegetables,Yangon,Yangon,16.781357,96.171528,,2075.0,Not available,Not available,1.07,106.87,221755.25,31500.0,,,87554.24,Varies; typically start of Monsoon (May-Jun) or Cool-Dry (Oct-Nov),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Paddy,Yangon,Yangon,16.781357,96.171528,,2075.0,Not available,Not available,0.57,57.0,118275.0,67500.0,,,-27188.05,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Lentil,Yangon,Yangon,16.781357,96.171528,,2075.0,Not available,Not available,0.29,28.5,59137.5,18000.0,,,-756.09,Sep - Nov,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Rubber,Tanintharyi,Tanintharyi,12.978245,99.874136,,2625.0,Not available,Not available,0.36,35.62,93502.5,36000.0,,,-11914.37,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Durian,Tanintharyi,Tanintharyi,12.978245,99.874136,,2625.0,Not available,Not available,0.36,35.62,93502.5,36000.0,,,-10786.09,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Oil Palm,Tanintharyi,Tanintharyi,12.978245,99.874136,,2625.0,Not available,Not available,0.36,35.62,93502.5,36000.0,,,-11988.05,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Rice,Rakhine,Rakhine,20.390485,93.332394,,1775.0,Not available,Not available,0.57,57.0,101175.0,67500.0,,,-43066.51,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,rakhine,rakhine
Chili,Rakhine,Rakhine,20.390485,93.332394,,1775.0,Not available,Not available,0.36,35.62,63225.5,36000.0,,,-37535.1,"Year-round, prefers warm and dry conditions",Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,rakhine,rakhine
Areca Nut,Rakhine,Rakhine,20.390485,93.332394,,1775.0,Not available,Not available,0.36,35.62,63225.5,36000.0,,,-34730.64,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,rakhine,rakhine
Potato,Chin,Chin,21.198374,93.586945,,1675.0,Not available,Not available,0.36,35.62,59663.5,36000.0,,,-42242.39,Cool-Dry Season (Nov - Feb),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,chin,chin
Corn,Chin,Chin,21.198374,93.586945,,1675.0,Not available,Not available,0.71,71.25,119343.75,36000.0,,,16454.14,May - Jul,Based on general regional suitability and crop timelines.,,,"Corn is a high-yield cereal crop, adaptable to many climates. It thrives in well-drained soils and full sunlight.",chin,chin
Millet,Chin,Chin,21.198374,93.586945,,1675.0,Not available,Not available,0.5,49.87,83532.25,22500.0,,,12439.09,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,chin,chin
Chickpea,Ayeyarwady,Ayeyarwady,17.501932,95.368472,,1500.0,Not available,Not available,0.36,35.62,53430.0,36000.0,,,-38569.61,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Chickpeas are drought-tolerant legumes, ideal for dry zones. Require minimal watering.",ayeyarwady,ayeyarwady
Rice,Ayeyarwady,Ayeyarwady,17.501932,95.368472,,1500.0,Not available,Not available,0.57,57.0,85500.0,67500.0,,,-60903.15,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,ayeyarwady,ayeyarwady
Sunflower,Ayeyarwady,Ayeyarwady,17.501932,95.368472,,1500.0,Not available,Not available,0.5,49.87,74805.0,31500.0,,,-12665.05,Sep - Oct,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,ayeyarwady,ayeyarwady
Sugarcane,Bago,Bago,18.556371,96.276481,,2150.0,Not available,Not available,5.7,570.0,1225500.0,54000.0,,,1002300.79,Jan - Apr,Based on general regional suitability and crop timelines.,,,"Sugarcane grows best in sunny, warm regions with fertile soils. Needs abundant water.",bago,bago
Rice,Bago,Bago,18.556371,96.276481,,2150.0,Not available,Not available,0.57,57.0,122550.0,67500.0,,,-21995.45,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,bago,bago
Maize,Bago,Bago,18.556371,96.276481,,2150.0,Not available,Not available,0.71,71.25,153187.5,36000.0,,,40602.39,May - Jul,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,bago,bago
Sesame,Magway,Magway,20.15384,94.93382,,2275.0,Not available,Not available,0.36,35.62,81035.5,36000.0,,,-21971.88,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,"Sesame prefers sandy, well-drained soils and low rainfall. Drought-tolerant once established.",magway,magway
Beans,Magway,Magway,20.15384,94.93382,,2275.0,Not available,Not available,0.85,85.5,194512.5,27000.0,,,93217.8,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Beans fix nitrogen in the soil and need moderate watering. They grow well in warm, sunny locations.",magway,magway
Groundnut,Magway,Magway,20.15384,94.93382,,2275.0,Not available,Not available,0.43,42.75,97256.25,22500.0,,,14269.17,May - Jul,Based on general regional suitability and crop timelines.,,,Groundnuts (peanuts) grow in sandy soils with moderate irrigation. Rotate crops for best yield.,magway,magway
Sesame,Kayah,Kayah,18.796247,97.520199,,2425.0,Not available,Not available,0.36,35.62,86378.5,36000.0,,,-17519.54,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,"Sesame prefers sandy, well-drained soils and low rainfall. Drought-tolerant once established.",kayah,kayah
Groundnut,Kayah,Kayah,18.796247,97.520199,,2425.0,Not available,Not available,0.43,42.75,103668.75,22500.0,,,18296.65,May - Jul,Based on general regional suitability and crop timelines.,,,Groundnuts (peanuts) grow in sandy soils with moderate irrigation. Rotate crops for best yield.,kayah,kayah
Rice,Kayah,Kayah,18.796247,97.520199,,2425.0,Not available,Not available,0.57,57.0,138225.0,67500.0,,,-10228.54,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,kayah,kayah
Banana,Kayin,Kayin,16.882019,97.636398,,1750.0,Not available,Not available,2.14,213.75,374062.5,63000.0,,,185306.72,"Year-round, but best at the start of the monsoon",Based on general regional suitability and crop timelines.,,,"Bananas need rich, moist soils and frequent watering. Protect from wind and apply mulch.",kayin,kayin
Cassava,Kayin,Kayin,16.882019,97.636398,,1750.0,Not available,Not available,0.36,35.62,62335.0,36000.0,,,-35360.84,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,kayin,kayin
Rice,Kayin,Kayin,16.882019,97.636398,,1750.0,Not available,Not available,0.57,57.0,99750.0,67500.0,,,-38162.08,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,kayin,kayin
Cashew,Mon,Mon,16.58935,97.546872,,2700.0,Not available,Not available,0.36,35.62,96174.0,36000.0,,,-10375.06,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Rubber,Mon,Mon,16.58935,97.546872,,2700.0,Not available,Not available,0.36,35.62,96174.0,36000.0,,,-9835.28,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Betel Nut,Mon,Mon,16.58935,97.546872,,2700.0,Not available,Not available,0.36,35.62,96174.0,36000.0,,,-8473.28,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Rice,Ayeyarwady,Ayeyarwady,17.618273,95.425917,,1475.0,Not available,Not available,0.57,57.0,84075.0,67500.0,,,-60336.46,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,ayeyarwady,ayeyarwady
Chickpea,Ayeyarwady,Ayeyarwady,17.618273,95.425917,,1475.0,Not available,Not available,0.36,35.62,52539.5,36000.0,,,-41947.39,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Chickpeas are drought-tolerant legumes, ideal for dry zones. Require minimal watering.",ayeyarwady,ayeyarwady
Sunflower,Ayeyarwady,Ayeyarwady,17.618273,95.425917,,1475.0,Not available,Not available,0.5,49.87,73558.25,31500.0,,,-12912.23,Sep - Oct,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,ayeyarwady,ayeyarwady
Mango,Naypyidaw,Naypyidaw,19.768239,96.105674,,2400.0,Not available,Not available,0.85,85.5,205200.0,40500.0,,,64525.61,Plant at the beginning of the rainy season (May-Jun),Based on general regional suitability and crop timelines.,,,"Mango trees prefer tropical climates and deep, well-drained soils. Water regularly during flowering.",naypyidaw,naypyidaw
Vegetables,Naypyidaw,Naypyidaw,19.768239,96.105674,,2400.0,Not available,Not available,1.07,106.87,256488.0,31500.0,,,118607.07,Varies; typically start of Monsoon (May-Jun) or Cool-Dry (Oct-Nov),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,naypyidaw,naypyidaw
Paddy,Naypyidaw,Naypyidaw,19.768239,96.105674,,2400.0,Not available,Not available,0.57,57.0,136800.0,67500.0,,,-12261.41,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,naypyidaw,naypyidaw
Tea,Shan,Shan,21.020374,97.042948,,2800.0,Not available,Not available,0.36,35.62,99736.0,36000.0,,,-29187.94,Year-round in suitable climates (highland),Based on general regional suitability and crop timelines.,,,"Tea plants grow best in humid, highland areas with acidic soils. Regular pruning improves leaf quality.",shan,shan
Potato,Shan,Shan,21.020374,97.042948,,2800.0,Not available,Not available,0.36,35.62,99736.0,36000.0,,,-6464.08,Cool-Dry Season (Nov - Feb),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,shan,shan
Strawberry,Shan,Shan,21.020374,97.042948,,2800.0,Not available,Not available,1.42,142.5,399000.0,36000.0,,,213843.1,Cool-Dry Season (Oct - Nov),Based on general regional suitability and crop timelines.,,,"Strawberries need cool temperatures, rich soil, and regular irrigation. Mulch to retain moisture.",shan,shan
Paddy,Yangon,Yangon,16.783982,96.178273,,2075.0,Not available,Not available,0.57,57.0,118275.0,67500.0,,,-29948.14,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Vegetables,Yangon,Yangon,16.783982,96.178273,,2075.0,Not available,Not available,1.07,106.87,221755.25,31500.0,,,77653.09,Varies; typically start of Monsoon (May-Jun) or Cool-Dry (Oct-Nov),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Lentil,Yangon,Yangon,16.783982,96.178273,,2075.0,Not available,Not available,0.29,28.5,59137.5,18000.0,,,-593.38,Sep - Nov,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
